PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_CCMLITE;REQUIREMENTS_ATTRIBUTES_IAAS;REQUIREMENTS_ATTRIBUTES_PAAS;REQUIREMENTS_ATTRIBUTES_SAAS;REQUIREMENTS_ATTRIBUTES_SCOPEAPPLICABILITY;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME 
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-16;Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3', 'SA1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.5', '27002: 9.2.5', '27017: 9.2.5', '27018: 9.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.18']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(5)', 'AC-4', 'AC-4(17)', 'AC-4(21)', 'AC-4(22)', 'AC-6', 'AC-6(8)', 'AC-6(9)', 'AC-12', 'AC-12(1)', 'AC-20', 'AC-20(1)', 'AU-10', 'AU-10(1)', 'AU-10(2)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-3', 'IA-3(1)', 'IA-5(1)', 'IA-5(2)', 'IA-5(5)', 'IA-5(8)', 'IA-5(10)', 'IA-5(12)', 'IA-8', 'IA-8(1)', 'IA-8(2)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4', 'PR.AC-6', 'PR.AC-7', 'PR.PT-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02', 'PR.AA-03', 'PR.AA-04', 'PR.AA-05', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['5.3', '7.1.4']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.4', '7.2.3', '7.2.5.1']}];PASS;AWS policy AWSOrganizationsServiceTrustPolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSOrganizationsServiceTrustPolicy;AWSOrganizationsServiceTrustPolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-05;Employ the least privilege principle when implementing information system access.;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];PASS;AWS policy AmazonGuardDutyServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonGuardDutyServiceRolePolicy;AmazonGuardDutyServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-16;Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3', 'SA1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.5', '27002: 9.2.5', '27017: 9.2.5', '27018: 9.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.18']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(5)', 'AC-4', 'AC-4(17)', 'AC-4(21)', 'AC-4(22)', 'AC-6', 'AC-6(8)', 'AC-6(9)', 'AC-12', 'AC-12(1)', 'AC-20', 'AC-20(1)', 'AU-10', 'AU-10(1)', 'AU-10(2)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-3', 'IA-3(1)', 'IA-5(1)', 'IA-5(2)', 'IA-5(5)', 'IA-5(8)', 'IA-5(10)', 'IA-5(12)', 'IA-8', 'IA-8(1)', 'IA-8(2)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4', 'PR.AC-6', 'PR.AC-7', 'PR.PT-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02', 'PR.AA-03', 'PR.AA-04', 'PR.AA-05', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['5.3', '7.1.4']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.4', '7.2.3', '7.2.5.1']}];PASS;AWS policy AmazonGuardDutyServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonGuardDutyServiceRolePolicy;AmazonGuardDutyServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-05;Employ the least privilege principle when implementing information system access.;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-16;Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3', 'SA1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.5', '27002: 9.2.5', '27017: 9.2.5', '27018: 9.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.18']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(5)', 'AC-4', 'AC-4(17)', 'AC-4(21)', 'AC-4(22)', 'AC-6', 'AC-6(8)', 'AC-6(9)', 'AC-12', 'AC-12(1)', 'AC-20', 'AC-20(1)', 'AU-10', 'AU-10(1)', 'AU-10(2)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-3', 'IA-3(1)', 'IA-5(1)', 'IA-5(2)', 'IA-5(5)', 'IA-5(8)', 'IA-5(10)', 'IA-5(12)', 'IA-8', 'IA-8(1)', 'IA-8(2)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4', 'PR.AC-6', 'PR.AC-7', 'PR.PT-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02', 'PR.AA-03', 'PR.AA-04', 'PR.AA-05', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['5.3', '7.1.4']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.4', '7.2.3', '7.2.5.1']}];PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-05;Employ the least privilege principle when implementing information system access.;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-16;Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3', 'SA1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.5', '27002: 9.2.5', '27017: 9.2.5', '27018: 9.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.18']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(5)', 'AC-4', 'AC-4(17)', 'AC-4(21)', 'AC-4(22)', 'AC-6', 'AC-6(8)', 'AC-6(9)', 'AC-12', 'AC-12(1)', 'AC-20', 'AC-20(1)', 'AU-10', 'AU-10(1)', 'AU-10(2)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-3', 'IA-3(1)', 'IA-5(1)', 'IA-5(2)', 'IA-5(5)', 'IA-5(8)', 'IA-5(10)', 'IA-5(12)', 'IA-8', 'IA-8(1)', 'IA-8(2)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4', 'PR.AC-6', 'PR.AC-7', 'PR.PT-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02', 'PR.AA-03', 'PR.AA-04', 'PR.AA-05', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['5.3', '7.1.4']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.4', '7.2.3', '7.2.5.1']}];FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-05;Employ the least privilege principle when implementing information system access.;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-16;Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3', 'SA1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.5', '27002: 9.2.5', '27017: 9.2.5', '27018: 9.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.18']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(5)', 'AC-4', 'AC-4(17)', 'AC-4(21)', 'AC-4(22)', 'AC-6', 'AC-6(8)', 'AC-6(9)', 'AC-12', 'AC-12(1)', 'AC-20', 'AC-20(1)', 'AU-10', 'AU-10(1)', 'AU-10(2)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-3', 'IA-3(1)', 'IA-5(1)', 'IA-5(2)', 'IA-5(5)', 'IA-5(8)', 'IA-5(10)', 'IA-5(12)', 'IA-8', 'IA-8(1)', 'IA-8(2)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4', 'PR.AC-6', 'PR.AC-7', 'PR.PT-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02', 'PR.AA-03', 'PR.AA-04', 'PR.AA-05', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['5.3', '7.1.4']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.4', '7.2.3', '7.2.5.1']}];PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
aws;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;IAM-05;Employ the least privilege principle when implementing information system access.;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];PASS;AWS policy CloudTrailServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/CloudTrailServiceRolePolicy;CloudTrailServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
